日期,资金,企业代号,信誉评级,是否违约
1129,219636079.63000348,E8,A,否
1130,224312910.82000372,E8,A,否
1131,224312559.9900037,E8,A,否
1132,224312220.9800037,E8,A,否
1133,224311620.9800037,E8,A,否
1134,224310681.09000373,E8,A,否
1135,224302233.59000373,E8,A,否
1136,224302005.59000373,E8,A,否
1138,224301736.69000372,E8,A,否
1139,224301273.69000372,E8,A,否
1140,224298651.69000372,E8,A,否
1141,224441110.2000037,E8,A,否
1142,224440357.1400037,E8,A,否
1144,224439966.2400037,E8,A,否
0,-79753.2,E9,A,否
1,-253300.15,E9,A,否
2,672298.3200000001,E9,A,否
4,657462.1200000001,E9,A,否
6,724838.3,E9,A,否
7,1018742.68,E9,A,否
8,1037927.5700000001,E9,A,否
10,971842.5700000001,E9,A,否
11,965237.5700000001,E9,A,否
13,1515416.58,E9,A,否
14,1845557.01,E9,A,否
15,1803966.470000001,E9,A,否
16,3980231.690000002,E9,A,否
17,5529889.810000002,E9,A,否
19,6403145.020000003,E9,A,否
20,8136253.080000004,E9,A,否
21,8314837.210000005,E9,A,否
34,8205061.900000005,E9,A,否
35,9288027.870000003,E9,A,否
36,9159498.779999996,E9,A,否
38,9151631.619999995,E9,A,否
41,9516097.489999998,E9,A,否
42,9684315.29,E9,A,否
43,9532560.29,E9,A,否
44,9825980.24,E9,A,否
45,10030610.170000002,E9,A,否
48,11371967.760000002,E9,A,否
49,11969085.530000001,E9,A,否
50,13946042.51,E9,A,否
51,14017365.989999998,E9,A,否
55,14080659.959999999,E9,A,否
56,14965668.48,E9,A,否
59,16774336.070000002,E9,A,否
62,16652503.740000002,E9,A,否
63,16850147.450000003,E9,A,否
64,17281217.580000002,E9,A,否
66,17324613.140000004,E9,A,否
69,17810634.25,E9,A,否
70,17810434.25,E9,A,否
72,18041084.7,E9,A,否
76,18677464.490000006,E9,A,否
77,20057872.020000003,E9,A,否
78,20046517.020000003,E9,A,否
79,20155965.980000004,E9,A,否
80,20150365.980000004,E9,A,否
84,20147865.980000004,E9,A,否
85,20140488.370000005,E9,A,否
86,22317803.880000003,E9,A,否
87,22869322.23000001,E9,A,否
89,22866122.23000001,E9,A,否
94,23872785.950000014,E9,A,否
95,23813471.460000023,E9,A,否
97,23687246.680000022,E9,A,否
98,23794363.130000025,E9,A,否
99,23732177.530000024,E9,A,否
100,23666769.920000024,E9,A,否
101,23642769.920000024,E9,A,否
104,23893982.300000023,E9,A,否
105,23741195.65000002,E9,A,否
106,25110131.82000002,E9,A,否
107,25096210.33000002,E9,A,否
111,25240056.250000022,E9,A,否
112,25297120.530000024,E9,A,否
113,25435922.480000023,E9,A,否
114,26534559.97000003,E9,A,否
115,27827487.450000033,E9,A,否
117,27825576.01000003,E9,A,否
120,28657170.520000037,E9,A,否
122,28506189.540000036,E9,A,否
123,28503657.540000036,E9,A,否
124,28497529.540000036,E9,A,否
125,28637706.250000034,E9,A,否
126,28684247.780000027,E9,A,否
128,28674647.780000027,E9,A,否
129,28668147.780000027,E9,A,否
130,28648637.97000003,E9,A,否
132,28699609.190000027,E9,A,否
133,28754504.97000003,E9,A,否
134,28753732.97000003,E9,A,否
136,30910787.17000003,E9,A,否
139,30906919.03000003,E9,A,否
140,30921019.95000003,E9,A,否
141,30915510.43000003,E9,A,否
142,30914671.43000003,E9,A,否
143,30937968.21000003,E9,A,否
144,31063005.12000003,E9,A,否
148,33624296.86000004,E9,A,否
149,33623296.86000004,E9,A,否
152,33536714.500000034,E9,A,否
153,33431042.970000032,E9,A,否
154,34349651.36000003,E9,A,否
155,34446309.48000003,E9,A,否
156,34469695.70000003,E9,A,否
157,34469207.70000003,E9,A,否
160,34464707.70000003,E9,A,否
161,34510094.88000003,E9,A,否
162,34485997.79000003,E9,A,否
163,34570778.74000004,E9,A,否
164,34818752.06000004,E9,A,否
165,34807831.86000004,E9,A,否
167,34797431.86000004,E9,A,否
168,37746558.91000003,E9,A,否
169,37873168.75000004,E9,A,否
170,37872352.75000004,E9,A,否
171,37872214.75000004,E9,A,否
174,37889784.84000004,E9,A,否
175,38283209.64000003,E9,A,否
176,38259847.64000003,E9,A,否
177,39097530.86000003,E9,A,否
178,40983922.310000055,E9,A,否
180,40983064.310000055,E9,A,否
181,40982028.310000055,E9,A,否
182,40887361.22000005,E9,A,否
183,41830756.590000056,E9,A,否
184,41758819.46000006,E9,A,否
185,41690333.46000006,E9,A,否
186,41689333.46000006,E9,A,否
187,41689157.46000006,E9,A,否
188,41688384.46000006,E9,A,否
189,41683069.46000006,E9,A,否
190,41737331.51000006,E9,A,否
191,41694712.51000006,E9,A,否
192,41664180.810000055,E9,A,否
193,41663583.810000055,E9,A,否
195,42078271.53000005,E9,A,否
197,44694827.10000005,E9,A,否
198,44686393.87000006,E9,A,否
199,44684240.69000006,E9,A,否
200,44678504.69000006,E9,A,否
201,44676224.69000006,E9,A,否
202,44809340.00000006,E9,A,否
203,44882347.80000006,E9,A,否
204,44955493.73000006,E9,A,否
205,45088814.04000006,E9,A,否
206,45072374.24000006,E9,A,否
207,45072166.24000006,E9,A,否
208,45071263.24000006,E9,A,否
209,47325594.84000004,E9,A,否
210,47565266.93000004,E9,A,否
211,47551982.93000004,E9,A,否
212,48410593.37000003,E9,A,否
213,48400344.47000003,E9,A,否
214,48400104.47000003,E9,A,否
215,48399964.47000003,E9,A,否
216,48475403.32000003,E9,A,否
217,48780927.39000004,E9,A,否
218,48874405.440000035,E9,A,否
219,48866260.440000035,E9,A,否
220,48732838.440000035,E9,A,否
221,48732250.440000035,E9,A,否
223,48688092.41000003,E9,A,否
224,48687672.41000003,E9,A,否
225,48662377.150000036,E9,A,否
226,48652732.150000036,E9,A,否
227,48878494.81000003,E9,A,否
228,48878167.81000003,E9,A,否
229,48878050.81000003,E9,A,否
230,53067268.21000006,E9,A,否
231,53182454.28000005,E9,A,否
232,53188715.00000005,E9,A,否
233,53271085.28000006,E9,A,否
234,53270880.28000006,E9,A,否
235,53269665.28000006,E9,A,否
236,53262980.28000006,E9,A,否
237,53574393.06000006,E9,A,否
238,53746828.300000064,E9,A,否
239,53753447.330000065,E9,A,否
240,56567441.04000005,E9,A,否
241,56561171.04000005,E9,A,否
242,56560943.04000005,E9,A,否
243,56560328.04000005,E9,A,否
244,56461928.360000044,E9,A,否
245,57507647.05000006,E9,A,否
246,57503456.05000006,E9,A,否
247,57392613.05000006,E9,A,否
249,57391858.05000006,E9,A,否
250,57263384.87000008,E9,A,否
251,57276913.72000008,E9,A,否
252,57257565.19000008,E9,A,否
253,57393471.810000084,E9,A,否
254,57384733.810000084,E9,A,否
255,57382761.810000084,E9,A,否
256,57381429.810000084,E9,A,否
257,57381330.810000084,E9,A,否
258,57701230.020000085,E9,A,否
259,61153480.90000009,E9,A,否
260,61324501.37000009,E9,A,否
261,61338570.170000084,E9,A,否
262,61314570.170000084,E9,A,否
263,61386904.450000085,E9,A,否
264,61386387.450000085,E9,A,否
265,61469935.08000009,E9,A,否
266,61594113.55000009,E9,A,否
267,61744508.03000008,E9,A,否
268,62072866.00000009,E9,A,否
269,64417522.25000011,E9,A,否
270,65287164.63000011,E9,A,否
271,65286949.63000011,E9,A,否
274,65285479.63000011,E9,A,否
275,65283811.63000011,E9,A,否
277,65282952.63000011,E9,A,否
278,65280058.63000011,E9,A,否
279,65012977.33000009,E9,A,否
280,65004244.33000009,E9,A,否
281,65758829.52000009,E9,A,否
282,66657755.2400001,E9,A,否
283,66598453.6800001,E9,A,否
284,66536139.6800001,E9,A,否
285,66535989.6800001,E9,A,否
286,66534186.6800001,E9,A,否
287,66577142.7100001,E9,A,否
288,66573342.7100001,E9,A,否
289,69419629.81000009,E9,A,否
290,69414524.81000009,E9,A,否
291,69413888.11000009,E9,A,否
292,69411975.11000009,E9,A,否
293,69416729.25000009,E9,A,否
294,69508267.67000009,E9,A,否
295,69422953.82000008,E9,A,否
296,69734605.83000007,E9,A,否
297,69719191.83000007,E9,A,否
298,69707313.33000007,E9,A,否
300,69703892.93000007,E9,A,否
301,72976036.08999997,E9,A,否
302,72956336.08999997,E9,A,否
303,72902210.01999998,E9,A,否
304,73893458.9599999,E9,A,否
305,73891601.9599999,E9,A,否
306,73891111.9599999,E9,A,否
307,73890921.9599999,E9,A,否
308,73845782.93999991,E9,A,否
309,73882037.41999991,E9,A,否
310,73832795.6499999,E9,A,否
311,73831595.6499999,E9,A,否
312,73797257.6599999,E9,A,否
313,73797114.6599999,E9,A,否
314,73925371.75999992,E9,A,否
315,73819057.03999992,E9,A,否
316,74134456.78999992,E9,A,否
317,74091000.15999992,E9,A,否
318,74089135.15999992,E9,A,否
319,74084663.15999992,E9,A,否
320,74080979.15999992,E9,A,否
321,76289850.35999992,E9,A,否
322,76823982.50999993,E9,A,否
323,76833165.36999993,E9,A,否
324,76919687.44999993,E9,A,否
325,76914830.44999993,E9,A,否
326,76908354.44999993,E9,A,否
327,76907178.44999993,E9,A,否
328,77191726.46999992,E9,A,否
329,78001000.26999995,E9,A,否
330,78998853.32999995,E9,A,否
331,80065760.8199999,E9,A,否
332,80064337.8199999,E9,A,否
333,80063739.8199999,E9,A,否
334,80063405.8199999,E9,A,否
335,80044939.4699999,E9,A,否
336,80955264.51999989,E9,A,否
337,80861155.5099999,E9,A,否
338,80687813.3399999,E9,A,否
342,80684017.3399999,E9,A,否
343,80810848.2499999,E9,A,否
344,80899638.4799999,E9,A,否
345,80869966.4799999,E9,A,否
346,80935717.3799999,E9,A,否
349,80217482.7299999,E9,A,否
350,83122634.08999994,E9,A,否
351,83373476.50999996,E9,A,否
352,83633638.58999996,E9,A,否
353,83572643.61999996,E9,A,否
354,83569636.54999997,E9,A,否
355,83568931.54999997,E9,A,否
356,83706917.85999997,E9,A,否
357,83834353.35999997,E9,A,否
358,83816044.85999997,E9,A,否
359,84138095.95999995,E9,A,否
360,86335302.36000001,E9,A,否
363,86335072.36000001,E9,A,否
364,86334872.36000001,E9,A,否
365,86222513.54,E9,A,否
366,86221624.54,E9,A,否
367,87212456.39,E9,A,否
368,87210894.39,E9,A,否
369,87064771.31000006,E9,A,否
370,87061171.31000006,E9,A,否
371,88297670.86000007,E9,A,否
372,88217903.54000008,E9,A,否
373,88172988.19000007,E9,A,否
374,88165401.61000007,E9,A,否
376,88165134.61000007,E9,A,否
377,88563644.85000008,E9,A,否
378,88554338.86000009,E9,A,否
379,88515868.24000008,E9,A,否
380,88622164.58000009,E9,A,否
381,88632998.09000008,E9,A,否
382,93634783.87000011,E9,A,否
383,93632649.87000011,E9,A,否
384,93768580.42000009,E9,A,否
385,93730399.21000008,E9,A,否
386,93716367.20000008,E9,A,否
387,93688238.82000008,E9,A,否
388,93677501.82000008,E9,A,否
389,93673245.82000008,E9,A,否
390,93672882.82000008,E9,A,否
391,93911149.2100001,E9,A,否
392,94178569.79000008,E9,A,否
393,100546455.23000012,E9,A,否
394,100488455.23000012,E9,A,否
395,99971492.0400002,E9,A,否
396,99970158.0400002,E9,A,否
397,99969472.0400002,E9,A,否
398,101903215.30000022,E9,A,否
399,102439417.0500002,E9,A,否
400,102979275.6500002,E9,A,否
401,102889694.5400002,E9,A,否
402,102885497.5400002,E9,A,否
403,102881601.5400002,E9,A,否
404,102880474.6300002,E9,A,否
405,103236396.4700002,E9,A,否
406,103230408.4700002,E9,A,否
407,103229456.4700002,E9,A,否
408,103228950.09000021,E9,A,否
410,103228286.09000021,E9,A,否
411,103226170.09000021,E9,A,否
412,103224584.09000021,E9,A,否
413,103223363.56000021,E9,A,否
414,103219990.56000021,E9,A,否
415,103199340.68000022,E9,A,否
416,103198014.68000022,E9,A,否
417,104357365.57000022,E9,A,否
418,104357253.57000022,E9,A,否
419,104672810.13000022,E9,A,否
420,105014207.31000023,E9,A,否
421,107903132.33000022,E9,A,否
422,107881448.43000023,E9,A,否
423,107880574.97000024,E9,A,否
426,110999304.60000022,E9,A,否
427,112060737.0600002,E9,A,否
428,112058353.0900002,E9,A,否
429,111970297.8500002,E9,A,否
430,111890185.8500002,E9,A,否
431,111884563.39000021,E9,A,否
432,111875570.39000021,E9,A,否
433,112372339.15000021,E9,A,否
434,112566027.96000022,E9,A,否
435,112540320.48000021,E9,A,否
436,112535383.21000022,E9,A,否
437,112520222.9100002,E9,A,否
438,112520105.9100002,E9,A,否
439,112519877.9100002,E9,A,否
440,112468530.9100002,E9,A,否
441,112902717.0100002,E9,A,否
442,112767689.27000019,E9,A,否
443,112894120.3600002,E9,A,否
444,113125160.4100002,E9,A,否
445,113120524.4100002,E9,A,否
446,113118907.4100002,E9,A,否
447,113179329.6200002,E9,A,否
448,113175185.6200002,E9,A,否
449,113418596.78000018,E9,A,否
450,116238345.6200002,E9,A,否
451,116417668.2500002,E9,A,否
452,116416135.2500002,E9,A,否
453,116415969.2500002,E9,A,否
454,116369869.2500002,E9,A,否
455,116258036.1500002,E9,A,否
456,118178866.79000019,E9,A,否
457,118178718.79000019,E9,A,否
459,118077493.15000018,E9,A,否
460,118582281.32000019,E9,A,否
461,118580803.97000018,E9,A,否
462,118509073.19000018,E9,A,否
463,118368887.73000017,E9,A,否
464,118253648.28000017,E9,A,否
465,118179291.66000016,E9,A,否
466,118173155.66000016,E9,A,否
467,118172725.66000016,E9,A,否
468,118059293.75000016,E9,A,否
469,118049943.07000017,E9,A,否
470,118171400.64000018,E9,A,否
471,118741748.86000018,E9,A,否
472,120267727.99000016,E9,A,否
473,120267247.98000015,E9,A,否
474,120264916.98000015,E9,A,否
475,120265188.10000016,E9,A,否
476,120263616.37000015,E9,A,否
477,121216688.88000016,E9,A,否
478,121940305.66000018,E9,A,否
479,127396691.7600002,E9,A,否
480,128870737.36000021,E9,A,否
481,128867691.4900002,E9,A,否
484,128858204.3200002,E9,A,否
485,128857596.3200002,E9,A,否
486,128856981.5900002,E9,A,否
487,128856831.5900002,E9,A,否
488,128856702.5900002,E9,A,否
489,128851554.5900002,E9,A,否
490,128844086.5900002,E9,A,否
491,128802789.5900002,E9,A,否
492,128790238.5900002,E9,A,否
493,128788858.5900002,E9,A,否
494,128788227.5900002,E9,A,否
495,128788126.5900002,E9,A,否
496,128692598.8100002,E9,A,否
497,128690133.8100002,E9,A,否
498,128685687.8100002,E9,A,否
499,128705612.8900002,E9,A,否
500,128754116.5900002,E9,A,否
501,128752574.5900002,E9,A,否
502,128752050.5900002,E9,A,否
503,129218426.6400002,E9,A,否
504,129293417.41000019,E9,A,否
505,129291944.51000018,E9,A,否
506,129290910.74000019,E9,A,否
507,129329979.2500002,E9,A,否
508,129329578.2500002,E9,A,否
509,129329404.2500002,E9,A,否
510,130150815.61000016,E9,A,否
511,130315349.80000016,E9,A,否
512,132707801.20000018,E9,A,否
513,133202004.99000017,E9,A,否
514,133186846.99000017,E9,A,否
515,133186322.99000017,E9,A,否
516,133184850.99000017,E9,A,否
517,133182527.39000018,E9,A,否
518,133638005.55000018,E9,A,否
519,134212522.7600002,E9,A,否
520,133238987.5700002,E9,A,否
521,133238294.6800002,E9,A,否
522,133233513.6800002,E9,A,否
523,133232222.6800002,E9,A,否
524,133213550.6800002,E9,A,否
525,133263516.85000019,E9,A,否
526,134569439.48000017,E9,A,否
527,134561855.48000017,E9,A,否
528,134803582.1700001,E9,A,否
529,134802602.1700001,E9,A,否
532,135731351.76000005,E9,A,否
533,135730682.76000005,E9,A,否
534,135690241.05000004,E9,A,否
535,135730313.73000005,E9,A,否
536,135729322.35000005,E9,A,否
537,135721623.35000005,E9,A,否
538,135725660.25000006,E9,A,否
539,135710700.18000007,E9,A,否
540,135676769.66000006,E9,A,否
541,135622191.74000004,E9,A,否
542,138366225.09999993,E9,A,否
543,138641864.3399999,E9,A,否
544,138640925.3399999,E9,A,否
545,138638411.3399999,E9,A,否
546,138670295.7299999,E9,A,否
547,138517262.6999999,E9,A,否
548,138514843.6999999,E9,A,否
549,138509539.6999999,E9,A,否
550,138508661.3599999,E9,A,否
551,138508239.3599999,E9,A,否
552,138541151.7499999,E9,A,否
553,140863135.86999995,E9,A,否
554,140730477.16999996,E9,A,否
555,140727471.16999996,E9,A,否
556,140666616.09999996,E9,A,否
557,140664781.09999996,E9,A,否
559,140711824.66999996,E9,A,否
560,140866003.76999995,E9,A,否
561,140853999.30999994,E9,A,否
562,140876082.78999996,E9,A,否
563,140985304.75999996,E9,A,否
564,140984904.75999996,E9,A,否
565,140984424.75999996,E9,A,否
566,141884390.86999997,E9,A,否
567,141884081.86999997,E9,A,否
568,141880055.65999997,E9,A,否
569,141876229.65999997,E9,A,否
570,141870629.65999997,E9,A,否
571,141868053.35999995,E9,A,否
572,141867369.35999995,E9,A,否
573,141573974.51999995,E9,A,否
574,144470296.8199999,E9,A,否
575,144468079.9499999,E9,A,否
576,144465045.2099999,E9,A,否
577,145031896.9099999,E9,A,否
578,145029092.9099999,E9,A,否
579,145028842.9099999,E9,A,否
580,144359567.8499999,E9,A,否
581,144410778.5199999,E9,A,否
582,146216447.18999985,E9,A,否
583,146590463.71999985,E9,A,否
584,146589645.71999985,E9,A,否
585,146588802.71999985,E9,A,否
586,146588666.71999985,E9,A,否
587,146537674.71999985,E9,A,否
588,146507859.90999985,E9,A,否
589,146572214.29999986,E9,A,否
590,146610737.08999985,E9,A,否
591,146683054.78999984,E9,A,否
592,146678954.78999984,E9,A,否
593,146678236.78999984,E9,A,否
594,148092975.70999986,E9,A,否
595,148188456.92999983,E9,A,否
596,148172206.92999983,E9,A,否
597,148171322.92999983,E9,A,否
598,148170246.92999983,E9,A,否
599,148170079.92999983,E9,A,否
600,148168387.92999983,E9,A,否
601,148177212.04999983,E9,A,否
602,148150831.04999983,E9,A,否
603,148148281.04999983,E9,A,否
604,150646337.1799998,E9,A,否
605,151462883.40999976,E9,A,否
606,151461639.40999976,E9,A,否
607,151461419.40999976,E9,A,否
608,151347948.43999976,E9,A,否
609,151292513.87999976,E9,A,否
610,152336111.55999973,E9,A,否
611,152336182.24999973,E9,A,否
612,154027370.1799998,E9,A,否
613,154026525.0299998,E9,A,否
614,154026381.0299998,E9,A,否
615,154511195.88999984,E9,A,否
616,154510728.88999984,E9,A,否
617,154500269.97999984,E9,A,否
618,154492798.97999984,E9,A,否
619,154476073.94999984,E9,A,否
620,154475540.04999983,E9,A,否
621,154435018.92999983,E9,A,否
622,154154004.0099998,E9,A,否
623,154348584.6399998,E9,A,否
624,154387147.0299998,E9,A,否
625,154413312.53999978,E9,A,否
626,155428169.49999982,E9,A,否
627,155427809.49999982,E9,A,否
628,155420803.49999982,E9,A,否
629,155420418.49999982,E9,A,否
630,155420146.49999982,E9,A,否
631,155419906.49999982,E9,A,否
632,155418527.88999984,E9,A,否
633,155418159.88999984,E9,A,否
634,157813617.7199999,E9,A,否
635,159470312.32999995,E9,A,否
636,159470143.32999995,E9,A,否
637,159469091.32999995,E9,A,否
638,159467779.91999996,E9,A,否
639,159467416.91999996,E9,A,否
640,159467053.85999995,E9,A,否
641,159465777.25999996,E9,A,否
643,159351094.94999996,E9,A,否
644,159302845.45999995,E9,A,否
645,159301117.45999995,E9,A,否
646,160421588.4199999,E9,A,否
647,160325268.4999999,E9,A,否
648,160324248.4999999,E9,A,否
649,160323812.4999999,E9,A,否
650,160623339.82999992,E9,A,否
651,160619450.8099999,E9,A,否
652,160531985.39999992,E9,A,否
653,160531384.39999992,E9,A,否
654,161698385.4699999,E9,A,否
655,161696423.4699999,E9,A,否
656,161696156.0599999,E9,A,否
657,164520688.90999988,E9,A,否
658,164613820.54999986,E9,A,否
659,164612962.79999986,E9,A,否
660,164606248.79999986,E9,A,否
661,164591790.25999987,E9,A,否
662,164589959.25999987,E9,A,否
663,164589831.25999987,E9,A,否
664,164542491.25999987,E9,A,否
665,164665383.0499999,E9,A,否
666,167970713.77000004,E9,A,否
668,167939294.34000006,E9,A,否
669,167848222.60000005,E9,A,否
670,167847287.60000005,E9,A,否
671,167846712.60000005,E9,A,否
672,169005509.1400001,E9,A,否
673,169004990.5400001,E9,A,否
674,169292313.8500001,E9,A,否
675,169307313.09000012,E9,A,否
676,169306888.09000012,E9,A,否
677,169306562.24000013,E9,A,否
678,169292372.24000013,E9,A,否
679,169605247.2700001,E9,A,否
680,169462070.75000012,E9,A,否
681,169408690.34000012,E9,A,否
682,169459878.32000014,E9,A,否
683,169457871.42000014,E9,A,否
684,169457147.42000014,E9,A,否
685,169487951.65000013,E9,A,否
686,173064023.70000008,E9,A,否
687,173063537.65000007,E9,A,否
688,173063140.65000007,E9,A,否
690,173063011.65000007,E9,A,否
691,173060219.65000007,E9,A,否
692,173167853.81000003,E9,A,否
693,173167419.35000002,E9,A,否
694,173166419.35000002,E9,A,否
695,173162430.35000002,E9,A,否
696,176559827.49000004,E9,A,否
697,176558605.49000004,E9,A,否
698,176558247.49000004,E9,A,否
699,176430827.29000005,E9,A,否
700,177364975.16000006,E9,A,否
701,177362763.30000004,E9,A,否
702,179660770.29000008,E9,A,否
703,179660528.29000008,E9,A,否
704,179660128.1600001,E9,A,否
705,179659965.1600001,E9,A,否
706,179676095.92000008,E9,A,否
707,179669885.32000008,E9,A,否
708,179751736.3400001,E9,A,否
709,178870298.24000007,E9,A,否
710,178824632.24000007,E9,A,否
711,178823434.67000008,E9,A,否
713,178953974.0500001,E9,A,否
714,179007455.5800001,E9,A,否
715,179525342.65000013,E9,A,否
716,181617634.23000002,E9,A,否
717,181653977.14000002,E9,A,否
718,181653870.14000002,E9,A,否
719,181653715.14000002,E9,A,否
720,181690628.46,E9,A,否
721,181683217.46,E9,A,否
722,181703431.22,E9,A,否
723,181702994.9,E9,A,否
724,182754496.54000002,E9,A,否
725,184935259.03000003,E9,A,否
726,184934418.03000003,E9,A,否
728,184926574.44000003,E9,A,否
729,184880988.03000003,E9,A,否
730,184852448.03000003,E9,A,否
731,185816735.17000002,E9,A,否
732,185813828.17000002,E9,A,否
733,185813295.07000002,E9,A,否
734,186000322.41,E9,A,否
735,186670477.53000006,E9,A,否
736,186447843.40000007,E9,A,否
737,188962337.35000035,E9,A,否
738,189352090.43000033,E9,A,否
739,189350930.43000033,E9,A,否
740,189350711.43000033,E9,A,否
741,191898907.3700003,E9,A,否
742,191898433.3700003,E9,A,否
743,191898283.0300003,E9,A,否
744,191876927.0300003,E9,A,否
745,192281039.81000027,E9,A,否
746,192205685.35000026,E9,A,否
747,192201035.35000026,E9,A,否
748,194247351.93000028,E9,A,否
749,194401273.86000028,E9,A,否
750,194377713.86000028,E9,A,否
751,194367697.18000028,E9,A,否
752,194353749.18000028,E9,A,否
753,194352579.18000028,E9,A,否
754,194351685.18000028,E9,A,否
755,194350946.84000027,E9,A,否
756,199345956.90000027,E9,A,否
757,199992444.25000015,E9,A,否
758,200339402.80000016,E9,A,否
759,200338135.93000016,E9,A,否
760,200336573.82000014,E9,A,否
761,200333732.57000014,E9,A,否
762,200333597.57000014,E9,A,否
763,200333412.57000014,E9,A,否
764,200332984.57000014,E9,A,否
765,200329804.51000014,E9,A,否
766,200325870.51000014,E9,A,否
767,200325731.51000014,E9,A,否
768,200325531.51000014,E9,A,否
769,200324856.51000014,E9,A,否
770,200323993.51000014,E9,A,否
771,200090469.20000014,E9,A,否
772,201341368.54000008,E9,A,否
773,201872927.45000008,E9,A,否
774,201872552.71000007,E9,A,否
775,201872452.71000007,E9,A,否
776,201870818.71000007,E9,A,否
777,202671180.8000001,E9,A,否
778,206770181.15000013,E9,A,否
779,206608265.97000015,E9,A,否
780,206595679.10000014,E9,A,否
781,206594649.10000014,E9,A,否
782,206591449.10000014,E9,A,否
783,206699476.53000015,E9,A,否
784,206927264.55000007,E9,A,否
785,207623316.26000005,E9,A,否
786,208624149.28000006,E9,A,否
787,208623008.28000006,E9,A,否
788,208619499.71000007,E9,A,否
789,208617499.71000007,E9,A,否
790,208503344.20000008,E9,A,否
791,209526471.6200001,E9,A,否
792,209979683.6800001,E9,A,否
793,210631703.87000012,E9,A,否
794,210630460.87000012,E9,A,否
795,210630160.44000012,E9,A,否
796,210627330.44000012,E9,A,否
797,211746161.8800001,E9,A,否
798,211733233.3800001,E9,A,否
799,210979575.72000012,E9,A,否
800,210974118.4200001,E9,A,否
801,211144003.39000013,E9,A,否
802,211143757.39000013,E9,A,否
803,211143052.39000013,E9,A,否
804,211142190.01000014,E9,A,否
805,211536568.38000014,E9,A,否
806,211534370.51000014,E9,A,否
807,211640890.70000014,E9,A,否
808,214585037.56000018,E9,A,否
809,214583459.65000018,E9,A,否
811,215704765.80000025,E9,A,否
812,217289773.72000033,E9,A,否
813,219160702.63000023,E9,A,否
814,219658244.37000024,E9,A,否
815,220005274.00000024,E9,A,否
816,221931352.53000024,E9,A,否
817,221931214.53000024,E9,A,否
818,221912565.53000024,E9,A,否
819,221905737.17000023,E9,A,否
820,221904967.17000023,E9,A,否
821,221904677.17000023,E9,A,否
823,221900151.17000023,E9,A,否
824,221895548.17000023,E9,A,否
825,221894198.48000023,E9,A,否
826,221847427.2300002,E9,A,否
827,221836547.2300002,E9,A,否
828,221751185.2300002,E9,A,否
829,221766005.6100002,E9,A,否
830,221569508.0100002,E9,A,否
831,221566508.0100002,E9,A,否
832,221565695.0100002,E9,A,否
833,221554033.0100002,E9,A,否
834,221547912.0100002,E9,A,否
835,221544866.0100002,E9,A,否
836,221520787.5300002,E9,A,否
837,221485917.37000018,E9,A,否
838,221484879.37000018,E9,A,否
839,221483379.37000018,E9,A,否
840,221562590.2700002,E9,A,否
841,221560829.2700002,E9,A,否
842,221641066.8800002,E9,A,否
843,221602147.6200002,E9,A,否
844,221600947.67000023,E9,A,否
845,222036761.3400002,E9,A,否
846,223598673.1800001,E9,A,否
847,224986037.8200001,E9,A,否
848,224985685.8200001,E9,A,否
849,224984583.8200001,E9,A,否
850,224983027.8200001,E9,A,否
852,225236435.6800001,E9,A,否
853,225225863.2400001,E9,A,否
854,225398515.72000006,E9,A,否
855,225373668.64000008,E9,A,否
856,225960983.81000006,E9,A,否
857,225892154.81000006,E9,A,否
858,225887102.81000006,E9,A,否
859,225886387.81000006,E9,A,否
860,225883909.81000006,E9,A,否
861,225883614.28000006,E9,A,否
862,226508421.26000005,E9,A,否
863,226800127.19000003,E9,A,否
864,226924239.29000002,E9,A,否
865,226923771.29000002,E9,A,否
866,226919454.29000002,E9,A,否
867,226916522.29000002,E9,A,否
868,226911890.46,E9,A,否
869,226896518.75,E9,A,否
870,227179957.96,E9,A,否
871,227178820.96,E9,A,否
872,227177808.37,E9,A,否
874,227708977.27999997,E9,A,否
875,227695237.27999997,E9,A,否
876,228831464.27000004,E9,A,否
877,230604546.15999994,E9,A,否
878,231539189.85999995,E9,A,否
880,231538790.35999995,E9,A,否
882,231528654.85999995,E9,A,否
883,231493730.36999995,E9,A,否
884,231490656.90999994,E9,A,否
885,231490451.90999994,E9,A,否
886,231489948.40999994,E9,A,否
887,231488412.40999994,E9,A,否
888,233343325.28999993,E9,A,否
889,234261742.64999998,E9,A,否
890,233880883.64999998,E9,A,否
891,233873246.64999998,E9,A,否
892,233886183.39999998,E9,A,否
893,233885565.71999997,E9,A,否
894,233885047.35999995,E9,A,否
895,233459128.95999992,E9,A,否
896,233508849.14999992,E9,A,否
897,233467067.78999993,E9,A,否
898,233460736.15999994,E9,A,否
899,233458437.15999994,E9,A,否
900,233450373.25999993,E9,A,否
901,233437768.79999992,E9,A,否
902,233432920.79999995,E9,A,否
903,233428744.28999996,E9,A,否
904,233521453.45999995,E9,A,否
905,233706409.01999992,E9,A,否
906,235342221.21000004,E9,A,否
907,236960435.13,E9,A,否
908,236959395.13,E9,A,否
909,237002489.60999998,E9,A,否
910,236957228.33999997,E9,A,否
911,236877705.10999998,E9,A,否
912,236848110.10999998,E9,A,否
913,236846713.10999998,E9,A,否
914,236837404.10999998,E9,A,否
915,236837015.10999998,E9,A,否
