企业代号,额度,预期收益,年利率,增长率均值×方差,是否调整
E135,150395,36211.952876225,0.0825,49.792093013000546,调整前
E135,153550,36211.952876225,0.0825,49.792093013000546,调整前
E371,146191,5508.465295330228,0.0505,31.442486903476162,调整后
E371,153438,5508.465295330228,0.0505,31.442486903476162,调整前
E180,134478,5209.643963387143,0.0585,39.67926302297757,调整后
E180,153059,5209.643963387143,0.0585,39.67926302297757,调整前
E338,141311,33044.889430346164,0.0585,38.89756073809962,调整前
E338,152568,33044.889430346164,0.0585,38.89756073809962,调整前
E164,149596,37015.928728398,0.0585,49.04339663581084,调整前
E164,152387,37015.928728398,0.0585,49.04339663581084,调整前
E128,140433,35616.0356012095,0.0585,54.298595426587035,调整前
E128,152197,35616.0356012095,0.0585,54.298595426587035,调整前
E289,143867,37046.293523865,0.0505,39.60559934574687,调整前
E289,150314,37046.293523865,0.0505,39.60559934574687,调整前
E222,145409,36186.198903238,0.0505,44.235065382353504,调整前
E222,150122,36186.198903238,0.0505,44.235065382353504,调整前
E290,141665,33345.968864046,0.0585,40.72702099974569,调整前
E290,148402,33345.968864046,0.0585,40.72702099974569,调整前
E266,139127,37767.263568165,0.0585,43.429465798811655,调整前
E266,148272,37767.263568165,0.0585,43.429465798811655,调整前
E192,137449,35703.447100469995,0.0825,48.08485455288518,调整前
E192,146714,35703.447100469995,0.0825,48.08485455288518,调整前
E248,130205,27374.434127024862,0.0825,41.371626841953,调整前
E248,146243,27374.434127024862,0.0825,41.371626841953,调整前
E317,130168,37091.8314412925,0.0585,37.544431277670064,调整前
E317,145557,37091.8314412925,0.0585,37.544431277670064,调整前
E190,132783,37015.928728398,0.0585,50.3534913601682,调整前
E190,144751,37015.928728398,0.0585,50.3534913601682,调整前
E294,138051,37767.263568165,0.0585,42.00335976244532,调整前
E294,144211,37767.263568165,0.0585,42.00335976244532,调整前
E194,131380,34727.70159489,0.0585,47.858595129948256,调整前
E194,143804,34727.70159489,0.0585,47.858595129948256,调整前
E310,138564,30159.832291981085,0.0465,38.52840856610502,调整前
E310,143208,30159.832291981085,0.0465,38.52840856610502,调整前
E330,130890,25176.923847402402,0.0665,36.309856887870936,调整前
E330,143169,25176.923847402402,0.0665,36.309856887870936,调整前
E144,128572,34761.916972557,0.0465,50.759410216728284,调整前
E144,142059,34761.916972557,0.0465,50.759410216728284,调整前
E183,131024,31672.52442,0.0625,46.36962287179123,调整前
E183,141379,31672.52442,0.0625,46.36962287179123,调整前
E339,133833,4610.81586879728,0.0465,34.57576502394278,调整后
E339,139921,4610.81586879728,0.0465,34.57576502394278,调整前
E170,129424,37091.8314412925,0.0585,47.63695883645195,调整前
E170,139890,37091.8314412925,0.0585,47.63695883645195,调整前
E282,133919,28285.586031341405,0.0505,39.59284685641654,调整前
E282,139754,28285.586031341405,0.0505,39.59284685641654,调整前
E315,127627,33116.975287401096,0.0665,36.89332551660298,调整前
E315,138886,33116.975287401096,0.0665,36.89332551660298,调整前
E250,129631,36353.933521251,0.0585,41.29686314961587,调整前
E250,138271,36353.933521251,0.0585,41.29686314961587,调整前
E375,131332,4843.739282831467,0.0505,29.422613934542504,调整后
E375,138129,4843.739282831467,0.0505,29.422613934542504,调整前
E362,128623,4971.364055097553,0.0585,36.860824066718614,调整后
E362,136749,4971.364055097553,0.0585,36.860824066718614,调整前
E176,123000,37091.8314412925,0.0585,45.828687298511156,调整前
E176,136687,37091.8314412925,0.0585,45.828687298511156,调整前
E406,129449,4588.531652513,0.0465,29.675149111158515,调整后
E406,135525,4588.531652513,0.0465,29.675149111158515,调整前
E392,126955,4749.564265027193,0.0505,30.553065670900462,调整后
E392,135374,4749.564265027193,0.0505,30.553065670900462,调整前
E281,126355,4553.686074844836,0.0585,-39.866289641684254,调整后
E281,133787,4553.686074844836,0.0585,-39.866289641684254,调整前
E257,130732,24112.151771584766,0.0665,41.73468862392252,调整前
E257,132857,24112.151771584766,0.0665,41.73468862392252,调整前
E322,126297,4609.488448533341,0.0625,-35.75331748668665,调整后
E322,126297,4609.488448533341,0.0625,-35.75331748668665,调整前
E296,120108,25352.3568,0.04,41.700194926997796,调整前
E296,120108,25352.3568,0.04,41.700194926997796,调整前
E391,117168,3967.010342458167,0.0465,29.18614306073036,调整后
E391,117168,3967.010342458167,0.0465,29.18614306073036,调整前
E354,115869,4135.8557918942715,0.0465,32.95880776217827,调整后
E354,115869,4135.8557918942715,0.0465,32.95880776217827,调整前
E347,115137,4133.44913716574,0.0505,31.44108067810588,调整后
E347,115137,4133.44913716574,0.0505,31.44108067810588,调整前
E253,113922,19466.904195490624,0.0705,40.23277211472545,调整前
E253,113922,19466.904195490624,0.0705,40.23277211472545,调整前
E386,113109,3968.402089418653,0.0505,38.32764870595883,调整后
E386,113109,3968.402089418653,0.0505,38.32764870595883,调整前
E237,110233,21928.10033350232,0.0785,39.52754827963857,调整前
E237,110233,21928.10033350232,0.0785,39.52754827963857,调整前
E364,110026,4076.05549125677,0.0505,32.3539341648969,调整后
E364,110026,4076.05549125677,0.0505,32.3539341648969,调整前
E387,109907,3878.695763812609,0.0705,27.72470482673806,调整后
E387,109907,3878.695763812609,0.0705,27.72470482673806,调整前
E276,102737,20756.17076353047,0.0585,43.32131663464025,调整前
E276,102737,20756.17076353047,0.0585,43.32131663464025,调整前
E213,98782,27404.01062767929,0.0665,43.00253157180378,调整前
E213,98782,27404.01062767929,0.0665,43.00253157180378,调整前
E343,97275,18343.067882884097,0.0585,32.293242177045364,调整前
E343,97275,18343.067882884097,0.0585,32.293242177045364,调整前
E388,96702,3368.916016523192,0.0545,28.716026546302718,调整后
E388,96702,3368.916016523192,0.0545,28.716026546302718,调整前
E374,93243,3381.4195279576197,0.0585,33.322826522896904,调整后
E374,93243,3381.4195279576197,0.0585,33.322826522896904,调整前
E191,92967,22847.86019186786,0.0465,-52.99932679975975,调整前
E191,92967,22847.86019186786,0.0465,-52.99932679975975,调整前
E284,89581,22991.0376,0.04,36.71326836437669,调整前
E284,89581,22991.0376,0.04,36.71326836437669,调整前
E368,87625,3046.012974720307,0.0465,31.237649506951605,调整后
E368,87625,3046.012974720307,0.0465,31.237649506951605,调整前
E413,80457,2921.823999100771,0.0665,28.113187610470554,调整后
E413,80457,2921.823999100771,0.0665,28.113187610470554,调整前
E334,80367,2836.208271086718,0.0705,36.84138074616408,调整后
E334,80367,2836.208271086718,0.0705,36.84138074616408,调整前
E390,76640,2664.1533167767684,0.0465,43.0374987036499,调整后
E390,76640,2664.1533167767684,0.0465,43.0374987036499,调整前
E298,76016,13841.151354493566,0.0745,39.967678488013604,调整前
E298,76016,13841.151354493566,0.0745,39.967678488013604,调整前
E300,74421,15271.288960315826,0.0465,41.323585432047906,调整前
E300,74421,15271.288960315826,0.0465,41.323585432047906,调整前
E355,72422,2536.983697569187,0.0785,33.73966921821504,调整后
E355,72422,2536.983697569187,0.0785,33.73966921821504,调整前
E385,69733,2535.068846237396,0.0585,32.694423192268125,调整后
E385,69733,2535.068846237396,0.0585,32.694423192268125,调整前
E263,68608,14897.593361156765,0.0705,42.571713799267336,调整前
E263,68608,14897.593361156765,0.0705,42.571713799267336,调整前
E271,65341,14380.318982868408,0.0505,-42.06809783119851,调整前
E271,65341,14380.318982868408,0.0505,-42.06809783119851,调整前
E405,63313,2259.144846579911,0.0665,37.44803897977675,调整后
E405,63313,2259.144846579911,0.0665,37.44803897977675,调整前
E262,62007,16673.178098658904,0.0825,41.448211936789065,调整前
E262,62007,16673.178098658904,0.0825,41.448211936789065,调整前
E399,61465,2092.0740773792513,0.0585,29.74573549775492,调整后
E399,61465,2092.0740773792513,0.0585,29.74573549775492,调整前
E174,60785,17553.22703578294,0.0585,43.812908653100855,调整前
E174,60785,17553.22703578294,0.0585,43.812908653100855,调整前
E260,60624,15204.241540840947,0.0825,38.153738773445156,调整前
E260,60624,15204.241540840947,0.0825,38.153738773445156,调整前
E398,58982,2084.8152436479827,0.0625,29.86774072367759,调整后
E398,58982,2084.8152436479827,0.0625,29.86774072367759,调整前
E403,50916,1733.0195025435926,0.0585,31.383365340162243,调整后
E403,50916,1733.0195025435926,0.0585,31.383365340162243,调整前
E366,47318,1646.6664,0.04,30.637721057510237,调整后
E366,47318,1646.6664,0.04,30.637721057510237,调整前
E361,47051,12296.903993537331,0.0465,35.68034522248074,调整前
E361,47051,12296.903993537331,0.0465,35.68034522248074,调整前
E408,43794,1592.0841646296662,0.0585,29.90416258156234,调整后
E408,43794,1592.0841646296662,0.0585,29.90416258156234,调整前
E395,41454,1565.6041439547116,0.0585,33.35175619657879,调整后
E395,41454,1565.6041439547116,0.0585,33.35175619657879,调整前
E410,40438,1463.2975112491386,0.0505,27.31814426001452,调整后
E410,40438,1463.2975112491386,0.0505,27.31814426001452,调整前
E409,26751,970.1453005954172,0.0545,25.05225285404727,调整后
E409,26751,970.1453005954172,0.0545,25.05225285404727,调整前
E400,25391,868.3094726147597,0.0705,39.73471040124432,调整后
E400,25391,868.3094726147597,0.0705,39.73471040124432,调整前
E401,22356,771.8627988880082,0.0745,27.98628893960816,调整后
E401,22356,771.8627988880082,0.0745,27.98628893960816,调整前
E344,20959,776.4532659666864,0.0505,33.30649074388067,调整后
E344,20959,776.4532659666864,0.0505,33.30649074388067,调整前
E160,17723,13678.547519118001,0.0585,49.953799250649745,调整前
E160,17723,13678.547519118001,0.0585,49.953799250649745,调整前
E418,16755,611.5107956259939,0.0625,29.05696774441915,调整后
E418,16755,611.5107956259939,0.0625,29.05696774441915,调整前
E416,10934,412.9472598543161,0.0585,26.49883923844775,调整后
E416,10934,412.9472598543161,0.0585,26.49883923844775,调整前
E422,7617,269.23532112961044,0.0625,19.20558149278451,调整后
E422,7617,269.23532112961044,0.0625,19.20558149278451,调整前
E393,5937,200.43312000000003,0.04,27.62630854128821,调整后
E393,5937,200.43312000000003,0.04,27.62630854128821,调整前
E417,5933,219.61550514558533,0.0585,21.751690692321514,调整后
E417,5933,219.61550514558533,0.0585,21.751690692321514,调整前
E402,5771,198.61355149864886,0.0665,35.19193098037052,调整后
E402,5771,198.61355149864886,0.0665,35.19193098037052,调整前
E412,2720,98.63969537707632,0.0585,24.510942789632868,调整后
E412,2720,98.63969537707632,0.0585,24.510942789632868,调整前
E180,0,5209.643963387143,0.0585,39.67926302297757,调整前
E180,0,5209.643963387143,0.0585,39.67926302297757,调整前
E265,0,8044.995688627697,0.0585,-37.28646176266465,调整前
E265,0,8044.995688627697,0.0585,-37.28646176266465,调整前
E277,0,7901.238222347827,0.0465,39.01249147244781,调整前
E277,0,7901.238222347827,0.0465,39.01249147244781,调整前
E281,0,4553.686074844836,0.0585,-39.866289641684254,调整前
E281,0,4553.686074844836,0.0585,-39.866289641684254,调整前
E295,0,6194.454265292205,0.0665,33.86125627497392,调整前
E295,0,6194.454265292205,0.0665,33.86125627497392,调整前
E297,0,6693.788377477657,0.0825,-46.27277643276826,调整前
E297,0,6693.788377477657,0.0825,-46.27277643276826,调整前
E308,0,5741.838725243455,0.0825,38.73663432600405,调整前
E308,0,5741.838725243455,0.0825,38.73663432600405,调整前
E309,0,12289.343783366236,0.0505,39.36981466620937,调整前
E309,0,12289.343783366236,0.0505,39.36981466620937,调整前
E319,0,9233.6232,0.04,38.43882658509809,调整前
E319,0,9233.6232,0.04,38.43882658509809,调整前
E322,0,4609.488448533341,0.0625,-35.75331748668665,调整前
E322,0,4609.488448533341,0.0625,-35.75331748668665,调整前
E323,0,13027.207579653545,0.0585,37.41996418197621,调整前
E323,0,13027.207579653545,0.0585,37.41996418197621,调整前
E326,0,6032.141495721885,0.0665,35.9820230434989,调整前
E326,0,6032.141495721885,0.0665,35.9820230434989,调整前
E327,0,10103.012220488514,0.0665,39.66022100928858,调整前
E327,0,10103.012220488514,0.0665,39.66022100928858,调整前
E332,0,7217.2500320579065,0.0625,44.8828544424531,调整前
E332,0,7217.2500320579065,0.0625,44.8828544424531,调整前
E334,0,2836.208271086718,0.0705,36.84138074616408,调整前
E334,0,2836.208271086718,0.0705,36.84138074616408,调整前
E335,0,5755.5005622748995,0.0665,39.48853107563396,调整前
E335,0,5755.5005622748995,0.0665,39.48853107563396,调整前
E339,0,4610.81586879728,0.0465,34.57576502394278,调整前
E339,0,4610.81586879728,0.0465,34.57576502394278,调整前
E341,0,8701.969252582794,0.0625,37.88419162223911,调整前
E341,0,8701.969252582794,0.0625,37.88419162223911,调整前
E342,0,7629.9876908115075,0.0585,34.830990659807284,调整前
E342,0,7629.9876908115075,0.0585,34.830990659807284,调整前
E344,0,776.4532659666864,0.0505,33.30649074388067,调整前
E344,0,776.4532659666864,0.0505,33.30649074388067,调整前
E347,0,4133.44913716574,0.0505,31.44108067810588,调整前
E347,0,4133.44913716574,0.0505,31.44108067810588,调整前
E348,0,6435.9291432838145,0.0625,30.63270974500824,调整前
E348,0,6435.9291432838145,0.0625,30.63270974500824,调整前
E349,0,8448.173239287296,0.0585,44.19478456481775,调整前
E349,0,8448.173239287296,0.0585,44.19478456481775,调整前
E350,0,8959.904373493142,0.0665,32.56037890009383,调整前
E350,0,8959.904373493142,0.0665,32.56037890009383,调整前
E351,0,6332.510703732307,0.0625,31.393319282083105,调整前
E351,0,6332.510703732307,0.0625,31.393319282083105,调整前
E354,0,4135.8557918942715,0.0465,32.95880776217827,调整前
E354,0,4135.8557918942715,0.0465,32.95880776217827,调整前
E355,0,2536.983697569187,0.0785,33.73966921821504,调整前
E355,0,2536.983697569187,0.0785,33.73966921821504,调整前
E356,0,7933.5037391448495,0.0465,31.731709794010445,调整前
E356,0,7933.5037391448495,0.0465,31.731709794010445,调整前
E357,0,10010.722215490508,0.0705,32.72663915885928,调整前
E357,0,10010.722215490508,0.0705,32.72663915885928,调整前
E358,0,8624.607188581587,0.0585,33.248542124553104,调整前
E358,0,8624.607188581587,0.0585,33.248542124553104,调整前
E362,0,4971.364055097553,0.0585,36.860824066718614,调整前
E362,0,4971.364055097553,0.0585,36.860824066718614,调整前
E363,0,10761.789022922068,0.0585,31.968463711039995,调整前
E363,0,10761.789022922068,0.0585,31.968463711039995,调整前
E364,0,4076.05549125677,0.0505,32.3539341648969,调整前
E364,0,4076.05549125677,0.0505,32.3539341648969,调整前
E365,0,6596.908922666899,0.0585,35.68649408247737,调整前
E365,0,6596.908922666899,0.0585,35.68649408247737,调整前
E366,0,1646.6664,0.04,30.637721057510237,调整前
E366,0,1646.6664,0.04,30.637721057510237,调整前
E368,0,3046.012974720307,0.0465,31.237649506951605,调整前
E368,0,3046.012974720307,0.0465,31.237649506951605,调整前
E370,0,7776.084211689483,0.0585,33.742715069348954,调整前
E370,0,7776.084211689483,0.0585,33.742715069348954,调整前
E371,0,5508.465295330228,0.0505,31.442486903476162,调整前
E371,0,5508.465295330228,0.0505,31.442486903476162,调整前
E372,0,5405.823011516153,0.0545,30.45315192566091,调整前
E372,0,5405.823011516153,0.0545,30.45315192566091,调整前
E374,0,3381.4195279576197,0.0585,33.322826522896904,调整前
E374,0,3381.4195279576197,0.0585,33.322826522896904,调整前
E375,0,4843.739282831467,0.0505,29.422613934542504,调整前
E375,0,4843.739282831467,0.0505,29.422613934542504,调整前
E376,0,5781.406860302299,0.0585,31.43068962641601,调整前
E376,0,5781.406860302299,0.0585,31.43068962641601,调整前
E380,0,8726.64377394853,0.0625,39.084106087913106,调整前
E380,0,8726.64377394853,0.0625,39.084106087913106,调整前
E385,0,2535.068846237396,0.0585,32.694423192268125,调整前
E385,0,2535.068846237396,0.0585,32.694423192268125,调整前
E386,0,3968.402089418653,0.0505,38.32764870595883,调整前
E386,0,3968.402089418653,0.0505,38.32764870595883,调整前
E387,0,3878.695763812609,0.0705,27.72470482673806,调整前
E387,0,3878.695763812609,0.0705,27.72470482673806,调整前
E388,0,3368.916016523192,0.0545,28.716026546302718,调整前
E388,0,3368.916016523192,0.0545,28.716026546302718,调整前
E390,0,2664.1533167767684,0.0465,43.0374987036499,调整前
E390,0,2664.1533167767684,0.0465,43.0374987036499,调整前
E391,0,3967.010342458167,0.0465,29.18614306073036,调整前
E391,0,3967.010342458167,0.0465,29.18614306073036,调整前
E392,0,4749.564265027193,0.0505,30.553065670900462,调整前
E392,0,4749.564265027193,0.0505,30.553065670900462,调整前
E393,0,200.43312000000003,0.04,27.62630854128821,调整前
E393,0,200.43312000000003,0.04,27.62630854128821,调整前
E394,0,8638.4046653927,0.0465,31.28373760835877,调整前
E394,0,8638.4046653927,0.0465,31.28373760835877,调整前
E395,0,1565.6041439547116,0.0585,33.35175619657879,调整前
E395,0,1565.6041439547116,0.0585,33.35175619657879,调整前
E398,0,2084.8152436479827,0.0625,29.86774072367759,调整前
E398,0,2084.8152436479827,0.0625,29.86774072367759,调整前
E399,0,2092.0740773792513,0.0585,29.74573549775492,调整前
E399,0,2092.0740773792513,0.0585,29.74573549775492,调整前
E400,0,868.3094726147597,0.0705,39.73471040124432,调整前
E400,0,868.3094726147597,0.0705,39.73471040124432,调整前
E401,0,771.8627988880082,0.0745,27.98628893960816,调整前
E401,0,771.8627988880082,0.0745,27.98628893960816,调整前
E402,0,198.61355149864886,0.0665,35.19193098037052,调整前
E402,0,198.61355149864886,0.0665,35.19193098037052,调整前
E403,0,1733.0195025435926,0.0585,31.383365340162243,调整前
E403,0,1733.0195025435926,0.0585,31.383365340162243,调整前
E405,0,2259.144846579911,0.0665,37.44803897977675,调整前
E405,0,2259.144846579911,0.0665,37.44803897977675,调整前
E406,0,4588.531652513,0.0465,29.675149111158515,调整前
E406,0,4588.531652513,0.0465,29.675149111158515,调整前
E407,0,13056.789472885324,0.0665,34.573563781984674,调整前
E407,0,13056.789472885324,0.0665,34.573563781984674,调整前
E408,0,1592.0841646296662,0.0585,29.90416258156234,调整前
E408,0,1592.0841646296662,0.0585,29.90416258156234,调整前
E409,0,970.1453005954172,0.0545,25.05225285404727,调整前
E409,0,970.1453005954172,0.0545,25.05225285404727,调整前
E410,0,1463.2975112491386,0.0505,27.31814426001452,调整前
E410,0,1463.2975112491386,0.0505,27.31814426001452,调整前
E412,0,98.63969537707632,0.0585,24.510942789632868,调整前
E412,0,98.63969537707632,0.0585,24.510942789632868,调整前
E413,0,2921.823999100771,0.0665,28.113187610470554,调整前
E413,0,2921.823999100771,0.0665,28.113187610470554,调整前
E416,0,412.9472598543161,0.0585,26.49883923844775,调整前
E416,0,412.9472598543161,0.0585,26.49883923844775,调整前
E417,0,219.61550514558533,0.0585,21.751690692321514,调整前
E417,0,219.61550514558533,0.0585,21.751690692321514,调整前
E418,0,611.5107956259939,0.0625,29.05696774441915,调整前
E418,0,611.5107956259939,0.0625,29.05696774441915,调整前
E422,0,269.23532112961044,0.0625,19.20558149278451,调整前
E422,0,269.23532112961044,0.0625,19.20558149278451,调整前
